time,reanalysis,undownscaled.cesm2.ssp245,xgboost.cesm2.ssp245,cnn.cesm2.ssp245,nv.cesm2.ssp245,lstm.cesm2.ssp245,undownscaled.cesm2.ssp370,xgboost.cesm2.ssp370,cnn.cesm2.ssp370,nv.cesm2.ssp370,lstm.cesm2.ssp370,undownscaled.cesm2.ssp585,xgboost.cesm2.ssp585,cnn.cesm2.ssp585,nv.cesm2.ssp585,lstm.cesm2.ssp585,undownscaled.ec_earth3.ssp434,xgboost.ec_earth3.ssp434,cnn.ec_earth3.ssp434,nv.ec_earth3.ssp434,lstm.ec_earth3.ssp434,undownscaled.mri_esm2_0.ssp245,xgboost.mri_esm2_0.ssp245,cnn.mri_esm2_0.ssp245,nv.mri_esm2_0.ssp245,lstm.mri_esm2_0.ssp245,undownscaled.mri_esm2_0.ssp370,xgboost.mri_esm2_0.ssp370,cnn.mri_esm2_0.ssp370,nv.mri_esm2_0.ssp370,lstm.mri_esm2_0.ssp370,undownscaled.mri_esm2_0.ssp434,xgboost.mri_esm2_0.ssp434,cnn.mri_esm2_0.ssp434,nv.mri_esm2_0.ssp434,lstm.mri_esm2_0.ssp434
2015-01-29,328.33885676222576,317.73477,283.0553283691406,186.90194702148438,305.6806632354494,193.41677856445312,312.4689,262.3067626953125,125.16250610351562,287.44363737754634,199.11976623535156,288.75687,182.5596466064453,130.09158325195312,177.2050671309919,201.85643005371094,266.7306,199.97164916992188,166.13653564453125,251.24938240044162,214.00498962402344,356.48297,314.2292785644531,107.29948425292969,343.4349239582591,139.1334228515625,339.66418,229.97543334960938,120.13524627685547,269.643915986868,173.86822509765625,352.1866,314.0467529296875,194.2862548828125,361.1140274867287,170.835693359375
2015-01-30,350.344235202669,317.73477,319.8085021972656,263.03125,302.794518148605,246.1010284423828,312.4689,285.1167907714844,121.00579071044922,282.61223443259064,177.89480590820312,288.75687,181.78468322753906,163.10720825195312,194.71250968600202,220.02432250976562,266.7306,273.22406005859375,95.76490020751953,287.14681632580164,193.1123046875,356.48297,340.4925231933594,122.4002914428711,357.52236898032993,155.43685913085938,339.66418,242.1906280517578,145.2523651123047,261.522943275186,202.67971801757812,352.1866,321.877197265625,174.5068359375,386.42956048659676,161.1546173095703
2015-01-31,307.5018314192849,317.73477,313.4535827636719,273.8631896972656,311.8048224282886,267.6207275390625,312.4689,291.26092529296875,124.26295471191406,288.43882631861766,183.44342041015625,288.75687,240.2183074951172,192.10382080078125,282.52338001809244,253.59527587890625,266.7306,293.3840637207031,66.77787780761719,290.77983165240425,191.7550811767578,356.48297,347.5881042480469,101.26375579833984,359.86095818361196,139.73880004882812,339.66418,327.59930419921875,125.3358383178711,365.90038131665483,172.76889038085938,352.1866,348.9511413574219,146.74615478515625,360.87366049549587,150.32000732421875
2015-02-01,289.9732512453639,255.13503999999998,312.09228515625,159.34841918945312,308.6474571467736,194.23309326171875,260.63565,286.0400085449219,139.2967529296875,280.7532992325325,186.96002197265625,265.7911,311.047119140625,187.4213409423828,316.857153560519,238.47036743164062,252.82747000000003,288.4264221191406,47.16547775268555,277.84952947452643,187.26742553710938,279.56036,280.8589172363281,93.98497772216797,300.39245813822004,129.3125,280.7112,330.7506408691406,118.66616821289062,333.11896108604947,150.5692138671875,302.3715,338.1075134277344,99.76203918457031,348.86193649612346,134.73855590820312
2015-02-02,276.30780309434954,255.13503999999998,288.21014404296875,126.64234924316406,307.5327692705416,189.21466064453125,260.63565,306.4630126953125,143.00367736816406,284.74537820515457,184.59115600585938,265.7911,334.3522033691406,150.01296997070312,314.24412268569927,202.4542694091797,252.82747000000003,276.09930419921875,56.78642272949219,283.69290470306646,186.22613525390625,279.56036,217.05743408203125,108.38397979736328,240.26704741142225,142.44967651367188,280.7112,225.85183715820312,155.05673217773438,252.87162179954817,160.15435791015625,302.3715,331.1978759765625,80.79650115966797,342.7769772448321,126.66846466064453
2015-02-03,259.32414589187545,255.13503999999998,318.6275939941406,97.4979019165039,314.6447651859128,174.13778686523438,260.63565,317.275634765625,118.77303314208984,283.7129630227503,191.47116088867188,265.7911,334.1618957519531,113.12018585205078,314.9797097915073,198.94618225097656,252.82747000000003,291.6016540527344,48.7232666015625,295.95492256501916,185.45867919921875,279.56036,291.3878173828125,66.10284423828125,318.4963972748885,128.18026733398438,280.7112,305.6925354003906,187.42047119140625,323.7559628654783,189.52560424804688,302.3715,332.5340576171875,55.88651657104492,341.66418255594203,124.99112701416016
2015-02-04,235.88540596513553,255.13503999999998,333.315673828125,86.46184539794922,314.95241614052634,168.97756958007812,260.63565,321.6343994140625,94.81263732910156,305.6565895975202,203.62875366210938,265.7911,331.690673828125,130.64456176757812,293.43429084456716,207.68820190429688,252.82747000000003,334.41162109375,67.22467041015625,298.6456661769173,183.45599365234375,279.56036,308.9065246582031,65.86246490478516,314.5554922485301,127.22166442871094,280.7112,336.32965087890625,155.26348876953125,365.41154002470853,211.24639892578125,302.3715,329.4938049316406,31.111974716186523,341.80144839544505,120.69499969482422
2015-02-05,301.6680196873549,255.13503999999998,325.0745849609375,106.53565216064453,295.732065373719,178.1170196533203,260.63565,318.2483825683594,77.9211654663086,317.69718030741956,198.552734375,265.7911,230.0421600341797,161.9249725341797,241.7874160190188,213.983154296875,252.82747000000003,287.17034912109375,71.39830780029297,288.73832517970754,183.03128051757812,279.56036,293.331298828125,63.56544494628906,316.3611706045706,142.22201538085938,280.7112,348.2020263671875,112.8314437866211,340.2116664055868,188.2930908203125,302.3715,308.890380859375,34.03623580932617,342.9857969467778,123.77108001708984
2015-02-06,294.783761009361,255.13503999999998,246.1378173828125,168.5682373046875,232.71467974316352,198.4378662109375,260.63565,323.8828430175781,64.1236572265625,309.75240281384345,191.3023681640625,265.7911,210.2446746826172,155.3697967529297,234.76825052258232,221.2314453125,252.82747000000003,287.185546875,64.13256072998047,280.39933225710433,181.33474731445312,279.56036,315.19696044921875,33.141300201416016,331.76624986628326,138.6560516357422,280.7112,312.33544921875,105.38612365722656,329.4814388965899,190.31837463378906,302.3715,323.1970520019531,34.41336441040039,326.0313693202627,132.96502685546875
2015-02-07,317.278627113106,255.13503999999998,144.38124084472656,345.5788879394531,123.64049425969483,268.0115966796875,260.63565,337.5447692871094,73.34333038330078,310.43953367626295,181.66714477539062,265.7911,263.6219482421875,154.42385864257812,262.74066188533675,221.45208740234375,252.82747000000003,294.9447326660156,54.96821975708008,265.21463636964677,180.34507751464844,279.56036,314.9134216308594,26.428007125854492,310.18862073939295,140.14068603515625,280.7112,200.8510284423828,186.31692504882812,229.77739201201825,208.80752563476562,302.3715,321.9704284667969,43.35160446166992,313.61070063196007,137.923583984375
