"Metric","cnn","naive","xgboost","lstm","sce"
"diff_of_means",0.000164168371910105,-0.165220012480256,-0.197621886688544,-0.2664888179059,"mri_esm2_0_ssp434"
"ratio_of_sd",1.14073298543622,1.15467226675859,1.09948301082726,1.09051332732481,"mri_esm2_0_ssp434"
"amplitude_ratio_of_means",0.81506324807519,0.962817495320079,0.90066287197115,0.798946172737387,"mri_esm2_0_ssp434"
"maximum_error",0.439896530736458,0.108034083992696,0.215003043213634,0.316342057212416,"mri_esm2_0_ssp434"
"ks_mean_on_coarse_res_with_extremes",0.412517441819699,0.2756818310417,0.297004141825003,0.373401378525099,"mri_esm2_0_ssp434"
"qqplot_mae",0.764533518100377,0.878251646066196,0.723703861422705,0.778476388828876,"mri_esm2_0_ssp434"
"acf_mae",0.146187565683065,0.0854053698575446,0.105544910147082,0.126904008613825,"mri_esm2_0_ssp434"
"extremogram_mae",0.0763771484925331,0.0533424908424908,0.0198999718230487,0.021546562411947,"mri_esm2_0_ssp434"
